PA14_00600	Transcriptional regulators
PA14_00600	
PA14_00620	
PA14_00620	Hypothetical, unclassified, unknown
PA14_00630	
PA14_00630	Hypothetical, unclassified, unknown
PA14_00640	
PA14_00640	Putative enzymes
PA14_00650	Hypothetical, unclassified, unknown
PA14_00650	
PA14_00660	
PA14_00660	Translation, post-translational modification, degradation; Putative enzymes
PA14_00670	
PA14_00670	Hypothetical, unclassified, unknown
PA14_00680	
PA14_00680	Transcriptional regulators
PA14_00690	
PA14_00690	Putative enzymes
PA14_00700	
PA14_00700	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_00710	
PA14_00710	Adaptation, Protection
PA14_00720	Hypothetical, unclassified, unknown
PA14_00720	
PA14_00730	
PA14_00730	Hypothetical, unclassified, unknown
PA14_00740	Fatty acid and phospholipid metabolism
PA14_00740	
PA14_00750	
PA14_00750	Putative enzymes
PA14_00760	Hypothetical, unclassified, unknown
PA14_00760	
PA14_00770	
PA14_00770	Putative enzymes
PA14_00780	
PA14_00780	Transport of small molecules
PA14_00790	
PA14_00790	Translation, post-translational modification, degradation
PA14_00800	Nucleotide biosynthesis and metabolism
PA14_00800	
PA14_00810	
PA14_00810	DNA replication, recombination, modification and repair
PA14_00820	
PA14_00820	Hypothetical, unclassified, unknown
PA14_00830	
PA14_00830	Hypothetical, unclassified, unknown
PA14_00850	Transport of small molecules
PA14_00850	
PA14_00860	
PA14_00860	Transport of small molecules
PA14_00875	
PA14_00875	Translation, post-translational modification, degradation
PA14_00890	
PA14_00890	Putative enzymes
PA14_00900	
PA14_00900	Hypothetical, unclassified, unknown
PA14_00910	
PA14_00910	Hypothetical, unclassified, unknown
PA14_00925	Hypothetical, unclassified, unknown
PA14_00925	
PA14_00940	
PA14_00940	Hypothetical, unclassified, unknown
PA14_00960	
PA14_00960	Fatty acid and phospholipid metabolism
PA14_00970	Hypothetical, unclassified, unknown
PA14_00970	
PA14_00980	
PA14_00980	Hypothetical, unclassified, unknown
PA14_00990	
PA14_00990	Hypothetical, unclassified, unknown
PA14_01010	Hypothetical, unclassified, unknown
PA14_01010	
PA14_01020	
PA14_01020	Hypothetical, unclassified, unknown
PA14_01030	
PA14_01030	Hypothetical, unclassified, unknown
PA14_01040	Protein secretion/export apparatus
PA14_01040	
PA14_01060	Hypothetical, unclassified, unknown
PA14_01060	
PA14_01070	
PA14_01070	Hypothetical, unclassified, unknown
PA14_01080	Hypothetical, unclassified, unknown
PA14_01080	
PA14_01100	
PA14_01100	Translation, post-translational modification, degradation
PA14_01110	
PA14_01110	Hypothetical, unclassified, unknown
PA14_01120	Hypothetical, unclassified, unknown
PA14_01120	
PA14_01130	
PA14_01130	Hypothetical, unclassified, unknown
PA14_01140	
PA14_01140	Hypothetical, unclassified, unknown
PA14_01150	Hypothetical, unclassified, unknown
PA14_01150	
PA14_01160	
PA14_01160	Hypothetical, unclassified, unknown
PA14_01170	
PA14_01170	Hypothetical, unclassified, unknown
PA14_01180	Hypothetical, unclassified, unknown
PA14_01180	
PA14_01190	
PA14_01190	Fatty acid and phospholipid metabolism
PA14_01200	
PA14_01200	Hypothetical, unclassified, unknown
PA14_01220	Hypothetical, unclassified, unknown
PA14_01220	
PA14_01230	
PA14_01230	Hypothetical, unclassified, unknown
PA14_01240	
PA14_01240	Adaptation, Protection
PA14_01250	Transport of small molecules
PA14_01250	
PA14_01270	
PA14_01270	Hypothetical, unclassified, unknown
PA14_01290	
PA14_01290	Energy metabolism
PA14_01300	
PA14_01300	Energy metabolism
PA14_01310	Central intermediary metabolism
PA14_01310	
PA14_01320	
PA14_01320	Energy metabolism
PA14_01330	Hypothetical, unclassified, unknown
PA14_01330	
PA14_01340	
PA14_01340	Hypothetical, unclassified, unknown
PA14_01350	
PA14_01350	Hypothetical, unclassified, unknown
PA14_01360	Energy metabolism
PA14_01360	
PA14_01380	
PA14_01380	Energy metabolism
PA14_01390	
PA14_01390	Energy metabolism
PA14_01400	
PA14_01400	Transport of small molecules
PA14_01410	Transcriptional regulators
PA14_01410	
PA14_01430	
PA14_01430	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_01440	
PA14_01440	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_01460	Transport of small molecules
PA14_01460	
PA14_01470	Transcriptional regulators
PA14_01470	
PA14_01480	
PA14_01480	Transcriptional regulators
PA14_01490	
PA14_01490	Putative enzymes
PA14_01500	Transcriptional regulators
PA14_01500	
PA14_01510	
PA14_01510	Hypothetical, unclassified, unknown
PA14_01520	
PA14_01520	Transcriptional regulators
PA14_01540	Hypothetical, unclassified, unknown
PA14_01540	
PA14_01550	
PA14_01550	Fatty acid and phospholipid metabolism
PA14_01560	Transport of small molecules
PA14_01560	
PA14_01580	
PA14_01580	Transport of small molecules
PA14_01600	
PA14_01600	Energy metabolism
PA14_01610	
PA14_01610	Hypothetical, unclassified, unknown
PA14_01620	
PA14_01620	Amino acid biosynthesis and metabolism
PA14_01640	Transcriptional regulators
PA14_01640	
PA14_01660	Nucleotide biosynthesis and metabolism
PA14_01660	
PA14_01670	
PA14_01670	Transport of small molecules
PA14_01680	Transport of small molecules
PA14_01680	
PA14_01690	
PA14_01690	Transport of small molecules
PA14_01710	
PA14_01710	Adaptation, Protection
PA14_01720	
PA14_01720	Adaptation, Protection
PA14_01730	
PA14_01730	Hypothetical, unclassified, unknown
PA14_01750	
PA14_01750	Putative enzymes
PA14_01760	Nucleotide biosynthesis and metabolism
PA14_01760	
PA14_01770	Membrane proteins
PA14_01770	
PA14_01780	Nucleotide biosynthesis and metabolism
PA14_01780	
PA14_01790	Nucleotide biosynthesis and metabolism
PA14_01790	
PA14_01800	Membrane proteins
PA14_01800	
PA14_01810	
PA14_01810	Central intermediary metabolism
PA14_01830	
PA14_01830	Nucleotide biosynthesis and metabolism
PA14_01840	Transcriptional regulators
PA14_01840	
PA14_01860	Transport of small molecules
PA14_01860	
PA14_01870	
PA14_01870	Transport of small molecules
PA14_01890	
PA14_01890	Transcriptional regulators
PA14_01900	
PA14_01900	Carbon compound catabolism
PA14_01910	
PA14_01910	Carbon compound catabolism
PA14_01930	
PA14_01930	Transcriptional regulators
PA14_01940	Protein secretion/export apparatus
PA14_01940	
PA14_01960	Transport of small molecules
PA14_01960	
PA14_01970	
PA14_01970	Transport of small molecules
PA14_01980	Transcriptional regulators
PA14_01980	
PA14_01990	Hypothetical, unclassified, unknown
PA14_01990	
PA14_02010	Hypothetical, unclassified, unknown
PA14_02010	
PA14_02020	
PA14_02020	Membrane proteins
PA14_02030	
PA14_02030	Transcriptional regulators
PA14_02050	Amino acid biosynthesis and metabolism
PA14_02050	
PA14_02060	Membrane proteins
PA14_02060	
PA14_02070	
PA14_02070	Nucleotide biosynthesis and metabolism
PA14_02090	Transcriptional regulators
PA14_02090	
PA14_02100	
PA14_02100	Hypothetical, unclassified, unknown
PA14_02110	Two-component regulatory systems
PA14_02110	
PA14_02130	Hypothetical, unclassified, unknown
PA14_02130	
PA14_02140	
PA14_02140	Hypothetical, unclassified, unknown
PA14_02150	Transcriptional regulators
PA14_02150	
PA14_02180	
PA14_02180	Chemotaxis
PA14_02190	
PA14_02190	Chemotaxis
PA14_02200	
PA14_02200	Chemotaxis
PA14_02220	Chemotaxis
PA14_02220	
PA14_02230	
PA14_02230	Chemotaxis
PA14_02250	Two-component regulatory systems
PA14_02250	
PA14_02260	
PA14_02260	Two-component regulatory systems
PA14_02270	Chemotaxis
PA14_02270	
PA14_02290	
PA14_02290	Transcriptional regulators
PA14_02300	
PA14_02300	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_02310	
PA14_02310	Central intermediary metabolism
PA14_02330	Transport of small molecules
PA14_02330	
PA14_02340	Transport of small molecules
PA14_02340	
PA14_02360	
PA14_02360	Transport of small molecules
PA14_02370	
PA14_02370	Membrane proteins
PA14_02380	Fatty acid and phospholipid metabolism
PA14_02380	
PA14_02390	Transcriptional regulators
PA14_02390	
PA14_02410	
PA14_02410	Membrane proteins
PA14_02420	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_02420	
PA14_02435	
PA14_02435	Putative enzymes
PA14_02450	
PA14_02450	Energy metabolism; Hypothetical, unclassified, unknown
PA14_02460	
PA14_02460	Energy metabolism
PA14_02470	Energy metabolism
PA14_02470	
PA14_02490	
PA14_02490	Membrane proteins
PA14_02500	
PA14_02500	Transport of small molecules
PA14_02510	
PA14_02510	Transport of small molecules
PA14_02520	Hypothetical, unclassified, unknown
PA14_02520	
PA14_02530	Putative enzymes
PA14_02530	
PA14_02550	
PA14_02550	Carbon compound catabolism
PA14_02560	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_02560	
PA14_02570	
PA14_02570	Carbon compound catabolism
PA14_02580	
PA14_02580	Carbon compound catabolism
PA14_02590	
PA14_02590	Carbon compound catabolism
PA14_02610	
PA14_02610	Carbon compound catabolism
PA14_02620	
PA14_02620	Carbon compound catabolism
PA14_02630	
PA14_02630	Transport of small molecules
PA14_02640	Transport of small molecules
PA14_02640	
PA14_02650	Transcriptional regulators
PA14_02650	
PA14_02660	
PA14_02660	Transcriptional regulators
PA14_02680	Energy metabolism
PA14_02680	
PA14_02690	
PA14_02690	Transport of small molecules
PA14_02700	Transport of small molecules
PA14_02700	
PA14_02720	
PA14_02720	Transport of small molecules
PA14_02730	Amino acid biosynthesis and metabolism
PA14_02730	
PA14_02740	Central intermediary metabolism
PA14_02740	
PA14_02750	Transcriptional regulators
PA14_02750	
PA14_02760	
PA14_02760	Carbon compound catabolism
PA14_02770	Carbon compound catabolism
PA14_02770	
PA14_02790	
PA14_02790	Carbon compound catabolism
PA14_02810	
PA14_02810	Membrane proteins
PA14_02830	
PA14_02830	Carbon compound catabolism
PA14_02840	
PA14_02840	Carbon compound catabolism
PA14_02850	
PA14_02850	Carbon compound catabolism
PA14_02870	Transcriptional regulators
PA14_02870	
PA14_02890	
PA14_02890	Hypothetical, unclassified, unknown
PA14_02900	
PA14_02900	Carbon compound catabolism
PA14_02910	Transcriptional regulators
PA14_02910	
PA14_02930	Putative enzymes
PA14_02930	
PA14_02960	Hypothetical, unclassified, unknown
PA14_02960	
PA14_02970	
PA14_02970	Membrane proteins
PA14_02980	Membrane proteins
PA14_02980	
PA14_02990	
PA14_02990	Transport of small molecules
PA14_03000	Amino acid biosynthesis and metabolism
PA14_03000	
PA14_03010	
PA14_03010	Transcriptional regulators
PA14_03020	
PA14_03020	Amino acid biosynthesis and metabolism
PA14_03030	
PA14_03030	Amino acid biosynthesis and metabolism
PA14_03040	Transport of small molecules
PA14_03040	
PA14_03050	
PA14_03050	Carbon compound catabolism
PA14_03070	Transcriptional regulators
PA14_03070	
PA14_03080	
PA14_03080	Transport of small molecules
PA14_03090	Hypothetical, unclassified, unknown
PA14_03090	
PA14_03100	Hypothetical, unclassified, unknown
PA14_03100	
PA14_03110	
PA14_03110	Hypothetical, unclassified, unknown
PA14_03120	Transcriptional regulators
PA14_03120	
PA14_03130	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_03130	
PA14_03150	
PA14_03150	Membrane proteins
PA14_03160	Hypothetical, unclassified, unknown
PA14_03160	
PA14_03163	
PA14_03163	Hypothetical, unclassified, unknown
PA14_03166	Hypothetical, unclassified, unknown
PA14_03166	
PA14_03170	
PA14_03170	Related to phage, transposon, or plasmid
PA14_03180	Related to phage, transposon, or plasmid
PA14_03180	
PA14_03190	Hypothetical, unclassified, unknown
PA14_03190	
PA14_03200	
PA14_03200	Hypothetical, unclassified, unknown
PA14_03210	
PA14_03210	Hypothetical, unclassified, unknown
PA14_03220	Hypothetical, unclassified, unknown
PA14_03220	
PA14_03240	
PA14_03240	Secreted Factors (toxins, enzymes, alginate)
PA14_03250	
PA14_03250	Hypothetical, unclassified, unknown
PA14_03265	
PA14_03265	Hypothetical, unclassified, unknown
PA14_03270	
PA14_03270	Hypothetical, unclassified, unknown
PA14_03285	Hypothetical, unclassified, unknown
PA14_03285	
PA14_03290	
PA14_03290	Related to phage, transposon, or plasmid
PA14_03300	
PA14_03300	Related to phage, transposon, or plasmid
PA14_03310	Hypothetical, unclassified, unknown
PA14_03310	
PA14_03320	
PA14_03320	Hypothetical, unclassified, unknown
PA14_03330	Hypothetical, unclassified, unknown
PA14_03330	
PA14_03340	
PA14_03340	Hypothetical, unclassified, unknown
PA14_03350	Hypothetical, unclassified, unknown
PA14_03350	
PA14_03360	
PA14_03360	Hypothetical, unclassified, unknown
PA14_03370	Hypothetical, unclassified, unknown
PA14_03370	
PA14_03380	Hypothetical, unclassified, unknown
PA14_03380	
PA14_03390	
PA14_03390	Related to phage, transposon, or plasmid
PA14_03400	
PA14_03400	Hypothetical, unclassified, unknown
PA14_03410	Non-coding RNA gene
PA14_03410	
PA14_03420	Hypothetical, unclassified, unknown
PA14_03420	
PA14_03430	
PA14_03430	Central intermediary metabolism
PA14_03450	
PA14_03450	Amino acid biosynthesis and metabolism; Hypothetical, unclassified, unknown
PA14_03470	Two-component regulatory systems
PA14_03470	
PA14_03480	
PA14_03480	Transcriptional regulators
PA14_03490	
PA14_03490	Carbon compound catabolism
PA14_03510	
PA14_03510	Hypothetical, unclassified, unknown
PA14_03520	Hypothetical, unclassified, unknown
PA14_03520	
PA14_03530	
PA14_03530	Transcriptional regulators
PA14_03550	Transport of small molecules
PA14_03550	
PA14_03560	
PA14_03560	Hypothetical, unclassified, unknown
PA14_03580	
PA14_03580	Transcriptional regulators
PA14_03590	Membrane proteins
PA14_03590	
PA14_03610	
PA14_03610	Chaperones & heat shock proteins
PA14_03620	
PA14_03620	Membrane proteins
PA14_03630	Transcriptional regulators
PA14_03630	
PA14_03650	
PA14_03650	Transport of small molecules
PA14_03670	
PA14_03670	Transport of small molecules
PA14_03680	
PA14_03680	Transport of small molecules
PA14_03700	Transport of small molecules
PA14_03700	
PA14_03710	
PA14_03710	Hypothetical, unclassified, unknown
PA14_03720	
PA14_03720	Two-component regulatory systems
PA14_03730	Fatty acid and phospholipid metabolism
PA14_03730	
PA14_03760	
PA14_03760	Transport of small molecules
PA14_03770	
PA14_03770	Amino acid biosynthesis and metabolism
PA14_03780	Transcriptional regulators
PA14_03780	
PA14_03790	
PA14_03790	Two-component regulatory systems
PA14_03800	
PA14_03800	Membrane proteins
PA14_03810	
PA14_03810	Amino acid biosynthesis and metabolism
PA14_03830	
PA14_03830	Amino acid biosynthesis and metabolism
PA14_03840	
PA14_03840	Transcriptional regulators
PA14_03855	Transport of small molecules
PA14_03855	
PA14_03860	Amino acid biosynthesis and metabolism
PA14_03860	
PA14_03870	
PA14_03870	Amino acid biosynthesis and metabolism
PA14_03880	
PA14_03880	Amino acid biosynthesis and metabolism
PA14_03900	
PA14_03900	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_03920	
PA14_03920	Transport of small molecules
PA14_03930	
PA14_03930	Transport of small molecules
PA14_03940	
PA14_03940	Transport of small molecules
PA14_03950	
PA14_03950	Transport of small molecules
PA14_03960	
PA14_03960	Transport of small molecules
PA14_03980	Central intermediary metabolism
PA14_03980	
PA14_04000	
PA14_04000	Transcriptional regulators
PA14_04010	
PA14_04010	Hypothetical, unclassified, unknown
PA14_04020	Hypothetical, unclassified, unknown
PA14_04020	
PA14_04030	
PA14_04030	Fatty acid and phospholipid metabolism
PA14_04040	
PA14_04040	Hypothetical, unclassified, unknown
PA14_04050	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_04050	
PA14_04060	
PA14_04060	Hypothetical, unclassified, unknown
PA14_04070	
PA14_04070	Hypothetical, unclassified, unknown
PA14_04080	Transport of small molecules
PA14_04080	
PA14_04090	
PA14_04090	Transport of small molecules
PA14_04100	
PA14_04100	Hypothetical, unclassified, unknown
PA14_04110	
PA14_04110	Amino acid biosynthesis and metabolism
PA14_04140	Energy metabolism
PA14_04140	
PA14_04150	Central intermediary metabolism
PA14_04150	
PA14_04160	
PA14_04160	Transcriptional regulators
PA14_04180	Hypothetical, unclassified, unknown
PA14_04180	
PA14_04190	
PA14_04190	Carbon compound catabolism
PA14_04210	Transport of small molecules
PA14_04210	
PA14_04220	
PA14_04220	Transport of small molecules
PA14_04230	
PA14_04230	Transport of small molecules
PA14_04240	
PA14_04240	Transport of small molecules
PA14_04250	Transport of small molecules
PA14_04250	
PA14_04270	Transcriptional regulators
PA14_04270	
PA14_04290	
PA14_04290	Membrane proteins
PA14_04300	
PA14_04300	Hypothetical, unclassified, unknown
PA14_04310	
PA14_04310	Energy metabolism
PA14_04320	
PA14_04320	Amino acid biosynthesis and metabolism
PA14_04330	
PA14_04330	Membrane proteins
PA14_04340	Transport of small molecules
PA14_04340	
PA14_04350	
PA14_04350	Membrane proteins
PA14_04370	Transport of small molecules
PA14_04370	
PA14_04380	
PA14_04380	Putative enzymes
PA14_04390	
PA14_04390	Nucleotide biosynthesis and metabolism
PA14_04410	
PA14_04410	Transport of small molecules
PA14_04420	Two-component regulatory systems
PA14_04420	
PA14_04430	
PA14_04430	Hypothetical, unclassified, unknown
PA14_04440	Membrane proteins
PA14_04440	
PA14_04460	
PA14_04460	Fatty acid and phospholipid metabolism
PA14_04480	
PA14_04480	Nucleotide biosynthesis and metabolism
PA14_04490	Hypothetical, unclassified, unknown
PA14_04490	
PA14_04510	
PA14_04510	Hypothetical, unclassified, unknown
PA14_04520	
PA14_04520	Hypothetical, unclassified, unknown
PA14_04530	Hypothetical, unclassified, unknown
PA14_04530	
PA14_04550	
PA14_04550	Fatty acid and phospholipid metabolism
PA14_04560	Hypothetical, unclassified, unknown
PA14_04560	
PA14_04570	
PA14_04570	Hypothetical, unclassified, unknown
PA14_04580	
PA14_04580	Central intermediary metabolism
PA14_04590	Putative enzymes
PA14_04590	
PA14_04610	
PA14_04610	Transport of small molecules
PA14_04630	
PA14_04630	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_04640	Transport of small molecules
PA14_04640	
PA14_04650	
PA14_04650	Translation, post-translational modification, degradation
PA14_04660	
PA14_04660	Two-component regulatory systems
PA14_04670	
PA14_04670	DNA replication, recombination, modification and repair
PA14_04680	
PA14_04680	Fatty acid and phospholipid metabolism
PA14_04690	
PA14_04690	Hypothetical, unclassified, unknown
PA14_04700	Hypothetical, unclassified, unknown
PA14_04700	
PA14_04710	Hypothetical, unclassified, unknown
PA14_04710	
PA14_04730	
PA14_04730	Amino acid biosynthesis and metabolism
PA14_04750	Energy metabolism
PA14_04750	
PA14_04760	
PA14_04760	Central intermediary metabolism
PA14_04780	
PA14_04780	Energy metabolism
PA14_04790	
PA14_04790	Hypothetical, unclassified, unknown
PA14_04810	Energy metabolism
PA14_04810	
PA14_04820	
PA14_04820	Transcriptional regulators
PA14_04830	
PA14_04830	Transport of small molecules
PA14_04840	
PA14_04840	Putative enzymes
PA14_04850	Hypothetical, unclassified, unknown
PA14_04850	
PA14_04860	
PA14_04860	DNA replication, recombination, modification and repair
PA14_04870	
PA14_04870	Protein secretion/export apparatus
PA14_04890	Putative enzymes
PA14_04890	
PA14_04900	
PA14_04900	Protein secretion/export apparatus
PA14_04910	
PA14_04910	Cell division
PA14_04920	
PA14_04920	Cell division
PA14_04930	Transcriptional regulators
PA14_04930	
PA14_04940	
PA14_04940	Hypothetical, unclassified, unknown
PA14_04950	
PA14_04950	Cell wall / LPS / capsule
PA14_04960	Membrane proteins
PA14_04960	
PA14_04970	
PA14_04970	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_04980	
PA14_04980	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_05000	
PA14_05000	DNA replication, recombination, modification and repair
PA14_05010	Hypothetical, unclassified, unknown
PA14_05010	
PA14_05020	
PA14_05020	Hypothetical, unclassified, unknown
PA14_05030	Hypothetical, unclassified, unknown
PA14_05030	
PA14_05040	
PA14_05040	Energy metabolism
PA14_05050	
PA14_05050	Nucleotide biosynthesis and metabolism
PA14_05060	Hypothetical, unclassified, unknown
PA14_05060	
PA14_05070	
PA14_05070	Amino acid biosynthesis and metabolism
PA14_05080	
PA14_05080	Amino acid biosynthesis and metabolism
PA14_05110	
PA14_05110	Hypothetical, unclassified, unknown
PA14_05120	
PA14_05120	Hypothetical, unclassified, unknown
PA14_05130	Membrane proteins
PA14_05130	
PA14_05150	
PA14_05150	Amino acid biosynthesis and metabolism
PA14_05160	Putative enzymes
PA14_05160	
PA14_05180	
PA14_05180	Motility & Attachment
PA14_05190	
PA14_05190	Motility & Attachment
PA14_05200	Transport of small molecules
PA14_05200	
PA14_05210	Membrane proteins
PA14_05210	
PA14_05220	Amino acid biosynthesis and metabolism
PA14_05220	
PA14_05230	
PA14_05230	Amino acid biosynthesis and metabolism
PA14_05250	
PA14_05250	Nucleotide biosynthesis and metabolism
PA14_05260	
PA14_05260	Nucleotide biosynthesis and metabolism
PA14_05270	
PA14_05270	Transcriptional regulators
PA14_05280	
PA14_05280	Transcription, RNA processing and degradation
PA14_05290	Transcriptional regulators
PA14_05290	
PA14_05300	
PA14_05300	Membrane proteins
PA14_05310	
PA14_05310	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_05320	
PA14_05320	Two-component regulatory systems
PA14_05330	
PA14_05330	Two-component regulatory systems
PA14_05340	
PA14_05340	Chemotaxis
PA14_05360	
PA14_05360	Chemotaxis
PA14_05380	
PA14_05380	Chemotaxis
PA14_05390	
PA14_05390	Chemotaxis
PA14_05400	Putative enzymes
PA14_05400	
PA14_05410	
PA14_05410	Chemotaxis
PA14_05420	
PA14_05420	Transcriptional regulators
PA14_05430	
PA14_05430	Chemotaxis
PA14_05440	Hypothetical, unclassified, unknown
PA14_05440	
PA14_05450	
PA14_05450	Hypothetical, unclassified, unknown
PA14_05460	
PA14_05460	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_05480	Amino acid biosynthesis and metabolism
PA14_05480	
PA14_05500	Energy metabolism
PA14_05500	
PA14_05510	
PA14_05510	Membrane proteins
PA14_05520	
PA14_05520	Transcriptional regulators
PA14_05530	
PA14_05530	Transport of small molecules
PA14_05540	
PA14_05540	Transport of small molecules
PA14_05550	
PA14_05550	Membrane proteins
PA14_05560	Transcription, RNA processing and degradation
PA14_05560	
PA14_05580	
PA14_05580	Hypothetical, unclassified, unknown
PA14_05590	
PA14_05590	Central intermediary metabolism
PA14_05600	Hypothetical, unclassified, unknown
PA14_05600	
PA14_05620	
PA14_05620	Central intermediary metabolism
PA14_05630	Hypothetical, unclassified, unknown
PA14_05630	
PA14_05640	Membrane proteins
PA14_05640	
PA14_05650	
PA14_05650	Membrane proteins
PA14_05660	
PA14_05660	Transcriptional regulators
PA14_05690	
PA14_05690	Nucleotide biosynthesis and metabolism
PA14_05700	
PA14_05700	Nucleotide biosynthesis and metabolism
PA14_05740	Nucleotide biosynthesis and metabolism
PA14_05740	
PA14_05750	Amino acid biosynthesis and metabolism
PA14_05750	
PA14_05770	
PA14_05770	Nucleotide biosynthesis and metabolism
PA14_05775	Hypothetical, unclassified, unknown
PA14_05775	
PA14_05790	
PA14_05790	Nucleotide biosynthesis and metabolism
PA14_05810	
PA14_05810	Nucleotide biosynthesis and metabolism
PA14_05820	Energy metabolism
PA14_05820	
PA14_05840	
PA14_05840	Fatty acid and phospholipid metabolism
PA14_05850	Transcriptional regulators
PA14_05850	
PA14_05860	
PA14_05860	Fatty acid and phospholipid metabolism
PA14_05870	Transport of small molecules
PA14_05870	
PA14_05880	
PA14_05880	Membrane proteins
PA14_05890	
PA14_05890	Membrane proteins
PA14_05910	Transport of small molecules
PA14_05910	
PA14_05920	Membrane proteins
PA14_05920	
PA14_05950	
PA14_05950	Transcription, RNA processing and degradation
PA14_05960	Transcriptional regulators
PA14_05960	
PA14_05970	
PA14_05970	Hypothetical, unclassified, unknown
PA14_05990	
PA14_05990	Transport of small molecules
PA14_06000	Translation, post-translational modification, degradation
PA14_06000	
PA14_06010	Hypothetical, unclassified, unknown
PA14_06010	
PA14_06030	
PA14_06030	Fatty acid and phospholipid metabolism
PA14_06040	
PA14_06040	Hypothetical, unclassified, unknown
PA14_06060	
PA14_06060	Two-component regulatory systems
PA14_06070	
PA14_06070	Two-component regulatory systems
PA14_06080	
PA14_06080	Membrane proteins
PA14_06090	Hypothetical, unclassified, unknown
PA14_06090	
PA14_06120	
PA14_06120	Amino acid biosynthesis and metabolism
PA14_06130	Adaptation, Protection
PA14_06130	
PA14_06150	
PA14_06150	Hypothetical, unclassified, unknown
PA14_06160	
PA14_06160	Transport of small molecules
PA14_06170	Two-component regulatory systems
PA14_06170	
PA14_06180	
PA14_06180	Transcriptional regulators
PA14_06190	
PA14_06190	Amino acid biosynthesis and metabolism
PA14_06200	
PA14_06200	Biosynthesis of cofactors, prosthetic groups and carriers
PA14_06210	Transcriptional regulators
PA14_06210	
PA14_06230	
PA14_06230	Transport of small molecules
PA14_06240	Transcriptional regulators
PA14_06240	
PA14_06250	Putative enzymes
PA14_06250	
PA14_06260	Transcriptional regulators
PA14_06260	
PA14_06270	
PA14_06270	Putative enzymes
